Year,State,Flyway,Zone,American Black Duck,American Coot,American Wigeon,Blue-winged and Cinnamon Teal (not speciated),Brant,Bufflehead,Canada Goose (not speciated),Canvasback,Eider (not speciated),Emperor Goose,Gadwall,Goldeneye (not speciated),Greater White-fronted Goose,Green-winged Teal,Harlequin Duck,Light Geese (not differentiated by color phase),Long-tailed Duck,Mallard,Merganser (not speciated),Mexican-like Duck,Mottled Duck,Northern Pintail,Northern Shoveler,Redhead,Ring-necked Duck,Ruddy Duck,Sandhill Crane,Scaup (not speciated),Scoters,Swan (not differentiated),Unidentified Ducks,Whistling Duck,Wood Duck,Miscellaneous Ducks
2008,KY,MF,KY:3,487,3702,0,0,0,116,488,0,0,0,105,14,0,7,0,2,0,1536,25,0,0,0,0,0,81,0,0,47,0,0,0,0,16,0
2008,LA,MF,LA:1,0,20035,31,0,0,17,230,925,0,0,4700,0,35,10850,0,0,0,7650,8,0,0,180,930,40,3172,0,0,1183,0,0,0,0,76,0
2008,LA,MF,LA:2,0,25225,2720,487,0,0,0,56470,0,0,25125,0,31133,32139,0,325556,0,53163,3,0,100,63784,35411,11800,51082,0,2,450,0,0,1250,0,50,0
2008,LA,MF,LA:3,0,620132,7090,126536,0,0,1375,0,0,0,341256,0,66721,323627,0,320188,0,115157,0,0,35346,150384,175267,0,31555,0,0,2527,0,0,0,49491,0,0
2008,LA,MF,LA:4,0,649284,14540,43111,0,2181,0,41730,0,0,140238,290,5625,52344,0,55735,0,12728,3926,0,24282,30680,16285,0,22246,80,0,21375,0,0,0,0,0,0
2008,MI,MF,MI:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,MI,MF,MI:2,0,0,0,0,0,15,75,0,0,0,0,59,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
2008,MI,MF,MI:3,139,71,0,0,0,388,2061,0,0,0,64,5960,0,0,0,0,2300,3546,342,0,0,8,384,350,0,0,0,17,0,985,35,0,0,0
2008,MI,MF,MI:4,11,57,0,0,0,5,62,0,0,0,57,1026,0,0,0,0,0,587,60,0,0,0,0,201,195,0,0,66,0,49,30,0,2,0
2008,MI,MF,MI:5,26,0,0,0,0,31,13469,0,0,0,0,135,0,0,0,1,0,2588,883,0,0,0,0,0,0,0,0,5,0,637,0,0,0,0
2008,MI,MF,MI:6,87,0,0,0,0,74,8176,7,0,0,0,298,0,0,0,0,0,1963,508,0,0,0,0,2,1,0,0,40,0,614,2,0,0,0
2008,MI,MF,MI:7,2922,850,0,0,0,606,10070,32000,0,0,238,281,0,0,0,0,0,11748,320,0,0,0,0,14325,0,0,0,9575,0,2266,86,0,0,0
2008,MN,MF,MN:1,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,151,14,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0
2008,MN,MF,MN:2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,MN,MF,MN:3,9,0,0,0,0,1,557,0,0,0,0,259,0,10,0,0,0,3560,1699,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
2008,MN,MF,MN:4,0,21,0,0,0,0,59782,20,0,0,0,245,0,0,0,0,0,9051,0,0,0,0,2,0,0,0,0,15,0,0,25,0,0,0
2008,MO,MF,MO:1,2,16,0,0,0,0,39923,0,0,0,75,59,15,0,0,13245,0,18511,501,0,0,3,9,5,3,0,0,0,0,48,0,0,0,0
2008,MO,MF,MO:2,13,412,0,0,0,65,80236,4,0,0,753,124,25,435,0,83965,0,58382,1574,0,0,177,0,6,0,0,0,0,0,28,425,0,0,0
2008,MO,MF,MO:3,6,1299,33,13,0,157,31407,41,0,0,3084,581,151,252,0,11183,0,40472,824,0,0,166,146,11,254,2,0,381,0,11,308,0,244,0
2008,MO,MF,MO:4,0,16,10,0,0,5,12232,18,0,0,226,17,250,0,0,150,0,16302,13,0,0,10,5,0,30,2,0,86,0,158,2,0,13,0
2008,MO,MF,MO:5,538,662,1510,9,0,3,2052,42,0,0,21529,9,12245,7370,0,167005,0,116446,277,0,0,70543,9973,0,11291,45,0,2035,0,13,522,0,119,0
2008,MS,MF,MS:1,0,0,2208,0,0,177,521,1295,0,0,106352,0,21832,2728,0,229700,0,204322,0,0,0,4598,134118,1171,43874,12225,0,14946,0,0,0,0,2585,0
2008,MS,MF,MS:2,0,1103,210,0,0,91,351,0,0,0,507,0,50,312,0,1,0,6592,141,0,0,50,50,0,602,15,0,27,0,0,1010,0,356,0
2008,OH,MF,OH:1,4281,543,80,0,0,270,79354,4,0,0,72,114,5,0,0,189,0,25571,11432,0,0,168,32,75,704,135,0,139,1,1513,399,0,2,0
2008,OH,MF,OH:2,255,345,0,0,0,34,14592,1,0,0,80,0,0,1,0,5,0,3069,94,0,0,5,0,3,84,9,0,5,0,22,254,0,59,0
2008,OH,MF,OH:3,1108,889,68,0,0,61,41963,42,0,0,73,0,0,14,0,27,0,11020,445,0,0,53,61,125,571,72,0,102,0,29,22,0,6,0
2008,TN,MF,TN:1,529,1936,6216,0,0,433,1553,2136,0,0,37638,50,23023,21310,0,83175,0,393488,599,0,0,14062,7724,200,53557,25,4100,1718,0,0,0,0,4845,0
2008,TN,MF,TN:2,4949,37350,6485,0,0,1020,10902,2788,0,0,35408,98,954,13550,0,76,0,220557,568,0,0,9373,1102,0,19041,2435,20,1296,0,0,325,0,180,0
2008,TN,MF,TN:3,822,1002,380,0,0,161,2795,0,0,0,24,0,0,143,0,19,0,7638,30,0,0,40,82,0,83,0,8825,3,0,8,1174,0,22,0
2008,WI,MF,WI:1,46,0,0,0,0,0,1790,0,0,0,0,39,0,0,0,0,0,855,3,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0
2008,WI,MF,WI:2,51,1,26,0,0,0,6007,25,0,0,3,1863,0,1,0,0,0,7674,5924,0,0,0,0,0,0,0,0,2,0,214,34,0,3,0
2008,WI,MF,WI:3,26,1735,0,0,0,3041,12852,0,0,0,77,2082,0,0,0,0,1,11407,1298,0,0,0,71,20,3,425,0,216,0,81,4,0,1,0
2008,WI,MF,WI:4,526,52,0,0,0,3602,9628,2,0,0,13,27209,0,0,0,0,56,6172,21142,0,0,0,0,428,222,2,0,24619,33,258,1,0,1,0
2007,AL,MF,AL:1,1342,71227,3994,0,0,143,855,197,0,0,21465,953,53,2562,0,2201,0,25622,681,0,0,2458,1860,80,1897,24,1945,1175,0,0,182,0,26,0
2007,AL,MF,AL:2,63,3310,377,5,0,86,0,0,0,0,1050,0,0,1409,0,0,0,797,11,0,0,585,1030,0,2901,27,0,0,0,0,575,0,645,0
2007,AL,MF,AL:3,0,2572,2,0,0,12,0,0,0,0,703,0,0,10,0,0,0,0,0,0,12,0,0,0,4,0,0,11,0,0,60,0,0,0
2007,AL,MF,AL:4,0,2100,224,0,0,20,0,0,0,0,378,0,0,24,0,0,0,1683,9,0,0,0,200,0,510,0,0,0,0,0,6,0,366,0
2007,AR,MF,AR:1,0,3355,0,0,0,150,1062,135,0,0,13003,0,200,3980,0,1300,0,26962,0,0,0,1850,3075,15,1380,0,0,270,0,0,0,0,0,0
2007,AR,MF,AR:2,0,10000,1670,0,0,0,250,1450,0,0,30848,0,6051,34990,0,149215,0,107621,0,0,0,30345,25701,0,6990,0,0,0,0,0,0,0,25,0
2007,AR,MF,AR:3,0,1756,2460,0,0,30,196,0,0,0,29460,150,42655,1865,0,134035,0,84106,133,0,0,36200,26445,0,9750,820,0,2070,0,0,1250,0,303,0
2007,IA,MF,IA:1,550,0,0,0,0,12,26925,45001,0,0,0,2520,2300,0,0,0,0,8968,1354,0,0,0,220,2000,2000,0,0,7057,0,2007,500,0,0,0
2007,IA,MF,IA:2,0,58,0,0,0,0,29835,0,0,0,15,85,15,0,0,81,0,20060,441,0,0,18,0,10,29,0,0,0,0,8,0,0,0,0
2007,IA,MF,IA:3,1,25,6,0,0,5,75750,5,0,0,95,743,35,10,0,1,0,34732,9510,0,0,0,65,27,80,0,0,60,0,18,112,0,0,0
2007,IA,MF,IA:4,5,0,0,0,0,0,25851,6,0,0,0,50,53,0,0,3,0,6257,30,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0
2007,IA,MF,IA:5,0,0,0,0,0,0,89650,7,0,0,0,57,1,0,0,2,0,18492,32,0,0,0,0,0,0,0,0,3,0,50,2,0,0,0
2007,IL,MF,IL:1,100,410,0,0,0,2170,10450,23700,0,0,250,5632,5570,0,0,7900,0,50590,222,0,0,1390,20,50,3000,0,0,0,0,0,0,0,0,0
2007,IL,MF,IL:2,82,7,5,0,0,570,59445,2,0,0,988,1885,14050,0,0,31011,0,37228,561,0,0,22,1,0,600,30,0,4,0,148,10,0,2,0
2007,IL,MF,IL:3,184,120,890,0,0,6,11740,0,0,0,5640,16,2125,0,0,35500,0,22200,40,0,0,357,567,0,2875,100,0,0,0,0,4660,0,0,0
2007,IL,MF,IL:4,0,0,50,0,0,0,16365,0,0,0,0,10,0,0,0,1,0,436,0,0,0,0,5,0,0,0,0,1,1,12,0,0,0,0
2007,IL,MF,IL:5,0,0,0,0,0,0,6580,200,0,0,2000,0,12500,0,0,58550,0,6520,0,0,0,0,280,0,200,0,0,600,0,144,200,0,0,0
2007,IN,MF,IN:1,223,536,35,0,0,46,6130,11,0,0,47,194,251,5,0,87,0,11605,37,0,0,81,45,13,35,15,2500,22,0,125,0,0,125,0
2007,IN,MF,IN:2,203,710,18,0,0,111,6193,9,0,0,299,75,114,37,0,501,0,4094,212,0,0,34,23,32,581,41,204,48,0,40,479,0,47,0
2007,IN,MF,IN:3,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,IN,MF,IN:4,212,120,0,0,0,0,30,0,0,0,18,0,0,7,0,0,0,196,8,0,0,5,0,0,20,0,0,0,0,0,71,0,0,0
2007,KY,MF,KY:1,77,4325,176,0,0,697,7841,0,0,0,6639,264,9825,372,0,15651,0,44761,0,0,0,70,30,50,6195,0,0,4550,0,33,0,0,4,0
2007,KY,MF,KY:2,128,4,0,0,0,10,1546,6,0,0,26,0,0,15,0,20,0,753,4,0,0,0,0,0,17,0,15,0,0,0,0,0,6,0
2007,KY,MF,KY:3,217,960,0,0,0,44,335,0,0,0,0,6,0,0,0,0,0,489,5,0,0,0,0,0,7,0,0,0,0,0,30,0,0,0
2007,LA,MF,LA:1,0,35865,0,0,0,170,0,4610,0,0,1304,0,0,780,0,0,0,3171,5,0,0,0,450,0,872,0,0,1076,0,0,0,0,116,0
2007,LA,MF,LA:2,0,13660,1392,1285,0,0,0,52350,0,0,49574,0,42082,57901,0,213830,0,52282,100,0,0,47233,36591,0,60410,0,0,1000,0,0,0,0,160,0
2007,LA,MF,LA:3,0,377220,69643,421972,0,281,0,2352,0,0,603965,0,66245,1116531,0,374833,0,325587,140,0,59494,541066,278237,0,30642,1053,0,14356,0,0,0,34749,0,0
2007,LA,MF,LA:4,0,481162,21803,1600,0,0,0,9088,0,0,512827,0,5785,96860,0,44740,0,4412,4798,0,23169,99672,9110,0,72700,0,0,8288,0,0,0,0,0,0
2007,MI,MF,MI:1,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2007,MI,MF,MI:2,0,0,0,0,0,298,447,0,0,0,0,93,0,0,0,0,0,268,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,MI,MF,MI:3,321,0,0,0,0,2466,6432,0,0,0,328,1431,0,1,0,0,0,4350,205,0,0,0,750,0,0,2,0,0,0,1515,1196,0,0,0
2007,MI,MF,MI:4,0,100,0,0,0,276,10185,37,0,0,0,1295,0,0,0,0,0,1506,630,0,0,0,0,297,150,0,0,175,0,333,1100,0,0,0
2007,MI,MF,MI:5,377,504,0,0,0,394,19750,16,0,0,0,390,0,0,0,0,0,7370,443,0,0,0,1,20,68,8,0,40,0,826,50,0,2,0
2007,MI,MF,MI:6,404,0,0,0,0,40,28608,12,0,0,0,164,0,0,0,2,0,11393,2823,0,0,3,6,5,0,0,0,30,0,4152,56,0,0,0
2007,MI,MF,MI:7,1034,0,0,0,0,958,10619,82521,0,0,20,293,0,0,0,0,0,2867,1478,0,0,20,0,18325,0,0,0,6150,0,1615,840,0,0,0
2007,MN,MF,MN:1,4,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
2007,MN,MF,MN:2,41,0,0,0,0,1,288,0,0,0,1,270,0,1,0,1,0,858,98,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2007,MN,MF,MN:3,5,0,0,0,0,0,1894,0,0,0,0,60,0,0,0,0,0,1579,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
2007,MN,MF,MN:4,10,22,0,0,0,10,167872,3,0,0,17,211,0,0,0,1,0,8906,5,0,0,0,0,0,14,0,0,0,0,147,0,0,0,0
2007,MO,MF,MO:1,0,0,0,0,0,7,25016,8,0,0,20,1088,950,150,0,246000,0,94376,189,0,0,0,443,0,2,0,0,0,0,42,2,0,0,0
2007,MO,MF,MO:2,1,453,26,0,0,172,35632,8,0,0,338,278,150,317,0,68248,0,147823,426,0,0,0,124,5,369,0,0,113,0,9,2022,0,59,0
2007,MO,MF,MO:3,0,2554,126,0,0,213,18965,0,0,0,3307,692,125,249,0,22696,0,72929,570,0,0,50,179,0,654,13,0,475,0,11,2775,0,298,0
2007,MO,MF,MO:4,0,0,198,0,0,15,7868,2,0,0,196,1,1600,190,0,1500,0,19477,0,0,0,190,190,0,10,37,0,0,0,130,25,0,11,0
2007,MO,MF,MO:5,966,6020,3660,25,0,8,1487,48,0,0,14824,0,13940,4869,0,192270,0,94723,1152,0,0,26411,11355,0,12911,84,2,373,0,11,3847,0,3761,0
2007,MS,MF,MS:1,2,829,2877,4,0,11146,13,0,0,0,29234,0,1745,29906,0,240111,0,91678,52,0,0,18125,14375,0,205,4955,0,160,0,0,0,0,4130,0
2007,MS,MF,MS:2,0,1055,44,0,0,241,444,0,0,0,292,0,0,36,0,0,0,1009,30,0,0,20,2,0,122,0,0,45,0,0,206,0,1080,0
2007,OH,MF,OH:1,2869,4116,79,0,0,40,42226,1040,0,0,398,46,4,3,0,3,0,30659,42589,0,0,25,51,31,368,910,0,7757,0,3060,26,0,6,0
2007,OH,MF,OH:2,172,483,11,0,0,42,11097,0,0,0,82,0,0,0,0,0,0,2594,227,0,0,0,0,0,466,0,0,1,0,35,193,0,24,0
2007,OH,MF,OH:3,830,1873,38,0,0,15,17113,8,0,0,20,0,23,9,0,1,0,8325,147,0,0,31,9,23,345,47,0,15,0,40,1590,0,18,0
2007,TN,MF,TN:1,346,893,7813,0,0,0,3608,60,0,0,23068,0,6666,4039,0,150,0,132019,267,0,0,14962,2296,150,13327,37,0,5175,0,0,0,0,4407,0
2007,TN,MF,TN:2,3246,4107,7240,0,0,599,6909,890,0,0,16587,65,394,9092,0,92,0,100612,145,0,0,8234,282,0,8041,1303,0,1333,0,0,0,0,141,0
2007,TN,MF,TN:3,1412,1753,1395,3,0,0,1197,0,0,0,182,2,0,282,0,0,0,6364,39,0,0,106,167,2,194,0,14698,89,0,2,200,0,41,0
2007,WI,MF,WI:1,48,0,0,4,0,2,11697,0,0,0,0,41,0,0,0,0,0,2336,4,0,0,0,0,0,0,0,0,0,0,326,0,0,3,0
2007,WI,MF,WI:2,72,8,137,0,0,319,17488,4,0,0,130,1175,0,6,0,0,9,6101,4823,0,0,2,0,0,1,0,0,0,0,1196,205,0,0,0
2007,WI,MF,WI:3,13,1090,0,10,0,1471,151507,12,0,0,104,1367,10,2,0,0,0,11953,2457,0,0,0,86,0,0,0,0,35,0,210,801,0,0,0
2007,WI,MF,WI:4,498,69,0,0,0,1403,36570,2,0,0,90,10395,0,0,0,0,56,9127,2417,0,0,1,2,1874,47,0,0,19545,11,1761,456,0,1,0
2006,AL,MF,AL:1,2611,46970,5169,0,0,535,2201,1075,0,0,19683,158,0,2314,0,1900,0,42565,1345,0,0,2952,1187,45,3249,60,1775,2476,0,2,55,0,261,0
2006,AL,MF,AL:2,0,225,155,5,0,75,50,12,0,0,244,3,0,1353,0,3,0,386,3,0,0,64,503,0,3400,9,0,7,0,0,350,0,111,0
2006,AL,MF,AL:3,0,1122,0,0,0,14,0,0,0,0,832,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2006,AL,MF,AL:4,0,195,0,0,0,0,78,0,0,0,83,0,0,55,0,0,0,594,62,0,0,20,0,0,107,0,0,0,0,0,293,0,165,0
2006,AR,MF,AR:1,0,820,375,0,0,85,1558,0,0,0,6635,0,160,3555,0,2445,0,23490,30,0,0,470,1175,12,100,0,0,166,0,0,0,0,0,0
2006,AR,MF,AR:2,6,1720,1636,0,0,1,2657,1227,0,0,10603,0,7886,16149,0,238601,0,91299,635,0,0,11668,10409,0,981,0,0,50,0,0,0,0,642,0
2006,AR,MF,AR:3,0,195,2865,0,0,754,380,8,0,0,14811,0,37244,1970,0,121195,0,46924,0,0,0,6142,6600,0,3535,0,0,1620,0,0,0,0,1300,0
2006,FL,MF,IA:1,0,10,0,10,0,0,1,0,0,0,16,0,0,0,0,0,0,30,178,0,0,0,0,0,0,0,0,583,0,0,4,0,0,0
2006,IA,MF,IA:2,3,0,0,0,0,25,8756,111,0,0,12,111,0,1,0,2,0,1167,602,0,0,0,18,0,0,0,0,400,0,27,0,0,0,0
2006,IA,MF,IA:3,0,5,0,0,0,0,21000,0,0,0,0,61,0,0,0,14,0,5112,240,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0
2006,IA,MF,IA:4,0,7,0,0,0,0,76403,2,0,0,2,108,0,0,0,1,0,10411,2720,0,0,0,250,4,0,0,0,3,0,20,425,0,0,0
2006,IA,MF,IA:5,1,2,0,0,0,0,5989,0,0,0,0,6,0,0,0,0,0,2406,6,0,0,0,0,0,0,0,0,0,0,21,6,0,1,0
2006,IA,MF,IL:1,0,0,0,0,0,0,20981,10,0,0,0,100,0,0,0,0,0,4085,0,0,0,0,0,0,0,0,0,1,0,92,1,0,0,0
2006,IL,MF,IL:2,410,0,0,0,0,0,6185,7655,0,0,330,2660,300,0,0,9000,0,66565,580,0,0,1815,0,0,450,0,0,200,0,5,0,0,0,0
2006,IL,MF,IL:3,871,20,0,0,0,1120,78220,75,0,0,160,1764,3860,0,0,1490,0,68215,1994,0,0,4,0,0,150,0,0,30,0,214,230,0,0,0
2006,IL,MF,IL:4,800,0,24,0,0,0,28325,300,0,0,39,0,10700,40,0,60800,0,100085,0,0,0,4100,17,4,5280,0,0,0,0,0,22015,0,0,0
2006,IL,MF,IL:5,0,0,0,0,0,0,8720,0,0,0,0,5,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2006,IL,MF,IN:1,0,0,0,0,0,0,21200,0,0,0,2900,0,16000,0,0,19300,0,53100,0,0,0,4350,0,0,4100,0,0,0,0,14,5550,0,0,0
2006,IN,MF,IN:2,49,726,1,0,0,6,8097,3,0,0,25,125,0,0,0,0,0,7229,1,0,0,26,0,0,0,6,3507,3,0,121,120,0,0,0
2006,IN,MF,IN:3,692,246,149,4,0,85,7177,38,0,0,351,181,0,24,0,82,0,14492,244,0,0,337,182,29,654,2,0,268,0,32,23,0,23,0
2006,IN,MF,IN:4,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2006,IN,MF,KY:1,60,0,10,0,0,0,23,0,0,0,20,4,0,0,0,0,0,352,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2006,KY,MF,KY:2,274,4100,132,0,0,186,7885,170,0,0,3265,340,5400,360,0,23600,0,84980,204,0,0,45,90,0,775,30,0,10045,0,54,0,0,0,0
2006,KY,MF,KY:3,270,100,0,0,0,25,1289,0,0,0,25,0,0,0,0,0,0,637,4,0,0,0,0,0,30,0,0,0,0,4,3,0,6,0
2006,KY,MF,LA:1,324,875,0,0,0,34,495,0,0,0,0,22,0,0,0,0,0,1894,0,0,0,0,0,0,52,0,0,65,0,6,0,0,20,0
2006,LA,MF,LA:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,LA,MF,LA:3,0,5423,2840,106,0,0,1,68220,0,0,31790,0,42785,23909,0,239839,0,75460,35,0,0,139301,22789,0,60312,0,0,2175,0,0,11845,0,637,0
2006,LA,MF,LA:4,0,134000,4000,46000,0,0,0,0,0,0,331000,0,22709,864000,0,201951,0,207000,0,0,32000,123000,298000,0,54000,0,0,13000,0,0,0,0,0,0
2006,LA,MF,MI:1,0,0,4000,31000,0,0,0,57000,0,0,194000,0,404,57000,0,14190,0,22000,0,0,21000,157000,7000,0,209000,0,0,43000,0,0,0,0,0,0
2006,MI,MF,MI:2,0,0,0,0,0,148,2,0,0,0,0,56,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0
2006,MI,MF,MI:3,82,22,0,0,0,3451,2074,3,0,0,81,505,0,0,0,0,0,1235,10,0,0,0,30,12,0,0,0,13,0,911,8,0,0,0
2006,MI,MF,MI:4,30,0,0,0,0,2,4235,0,0,0,0,817,0,0,0,0,0,392,140,0,0,0,0,14,0,0,0,0,0,75,65,0,0,0
2006,MI,MF,MI:5,36,365,0,0,0,147,24278,25,0,0,67,94,0,4,0,0,0,3088,162,0,0,4,3,15,144,0,0,50,0,1416,439,0,0,0
2006,MI,MF,MI:6,150,0,5,0,0,15,16457,0,0,0,0,0,0,0,0,0,0,6901,145,0,0,1,0,8,2,0,0,0,0,394,0,0,0,0
2006,MI,MF,MI:7,2394,0,0,0,0,422,8023,20015,0,0,0,243,0,0,0,0,0,11618,2362,0,0,0,0,5380,0,0,0,2245,0,5162,200,0,0,0
2006,MN,MF,MN:1,1,0,0,0,0,0,2071,0,0,0,0,400,0,0,0,0,0,835,15,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
2006,MN,MF,MN:2,48,0,0,0,0,0,365,0,0,0,1,175,0,0,0,0,2,1139,36,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0
2006,MN,MF,MN:3,28,0,0,0,0,0,686,0,0,0,0,1032,0,0,0,0,0,888,938,0,0,0,0,0,0,0,0,0,0,28,200,0,0,0
2006,MN,MF,MN:4,10,14,2,1,0,0,47816,5,0,0,10,298,0,8,0,0,0,16774,8,0,0,0,0,4,8,0,0,106,0,0,5,0,0,0
2006,MO,MF,MO:1,0,16,0,0,0,0,17631,0,0,0,20,309,80,0,0,71700,0,67545,1236,0,0,65,9,0,50,0,0,1,0,2,846,0,0,0
2006,MO,MF,MO:2,2,205,321,0,0,131,88098,16,0,0,2225,43,1,416,0,77613,0,116482,6068,0,0,2560,456,0,120,0,0,38,0,8,3197,0,62,0
2006,MO,MF,MO:3,0,1831,67,0,0,169,22931,61,0,0,3543,313,105,307,0,21691,0,64447,2814,0,0,2,237,48,909,102,0,916,0,12,1276,0,483,0
2006,MO,MF,MO:4,0,40,0,3,0,12,17608,69,0,0,51,10,15,0,0,401,0,123833,36,0,0,6605,40,50,0,0,0,181,0,0,5623,0,5,0
2006,MO,MF,MO:5,15,289,3615,31,0,47,1832,12,0,0,22553,1,8310,4049,0,290681,0,62586,394,0,0,45450,2715,14,14369,0,27,362,0,0,7295,0,77,0
2006,MS,MF,MS:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49308,0,0,0,0,0,0,0,0,0,0,0,0,279343,0,0,0
2006,MS,MF,MS:2,7,592,290,0,0,157,532,0,0,0,644,0,0,368,0,27,0,4037,169,0,0,12,13,0,369,2,0,31,0,0,946,0,939,0
2006,OH,MF,OH:1,4939,239,70,0,0,79,66723,4801,0,0,93,89,0,4,0,46,1,48535,3602,0,0,23,76,436,223,13,0,13675,52,561,17,0,0,0
2006,OH,MF,OH:2,290,92,7,0,0,49,12439,21,0,0,9,0,0,4,0,2,1,2353,37,0,0,11,6,29,137,12,0,8,0,32,211,0,89,0
2006,OH,MF,OH:3,1713,163,60,2,0,19,36427,22,0,0,135,6,0,6,0,38,0,12543,1018,0,0,15,6,34,132,8,0,2,0,23,32,0,20,0
2006,TN,MF,TN:1,287,934,16137,1,0,6,1188,236,0,0,15282,1,2266,12785,0,16017,0,454981,1029,0,0,38834,10725,8,2699,1,1662,10730,0,2,1,0,7676,0
2006,TN,MF,TN:2,6745,15664,5701,0,0,605,7910,1336,0,0,29521,155,250,12664,0,524,0,128377,1105,0,0,10286,1344,0,9468,2200,14,2085,0,2,6,0,262,0
2006,TN,MF,TN:3,629,444,136,0,0,25,1133,0,0,0,245,0,0,76,0,0,0,7741,123,0,0,10,69,0,103,0,12482,0,0,0,50,0,20,0
2006,WI,MF,WI:1,128,0,0,0,0,2,4819,0,0,0,0,25,0,0,0,0,0,1786,2,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0
2006,WI,MF,WI:2,34,0,0,0,0,3,5342,0,0,0,25,485,0,3,0,0,0,4559,17575,0,0,0,0,0,0,0,0,2,0,289,0,0,0,0
2006,WI,MF,WI:3,69,2561,0,0,0,468,85250,15,0,0,0,1707,0,0,0,2,0,13841,2500,0,0,0,0,40,15,22,0,194,0,62,2,0,0,0
2006,WI,MF,WI:4,169,39,0,0,0,2262,23218,4,0,0,7,17753,0,0,0,0,10053,7485,2933,0,0,1,0,1608,3,0,0,44108,1,228,61,0,2,0
